index,smiles,ames
train_3328,c1ccc2c(c1)cc1ccc3cccc4ncc2c1c34,1
train_3329,Nc1nc(N)nc(Cl)n1,0
train_3330,Nc1cccc2ccccc12,1
train_3331,[O-][N+](=O)c1ccc2-c3c(Cc2c1)cccc3[N+](=O)[O-],1
train_3332,ClC(=O)OCc1ccccc1,0
train_3333,COC1=C(OC)C(=O)C(=CC1=O)C,0
train_3334,Nc1c2ccccc2nc2ccc(Br)cc12,1
train_3335,COc1ccc2C3CCC4(C)C(CCC4(O)C#C)C3CCc2c1,0
train_3336,[O-][N+](=O)c1cc2-c3ccccc3-c3cccc(c1)c23,1
train_3337,[O-][N+](=O)C1CCCC1,1
train_3338,CC(C)c1ccc2c(ccc3c(C)cccc23)c1,0
train_3339,CNC(=O)ON(C(=O)C)C(=O)NC,1
train_3340,C[C@@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0
train_3341,Oc1ncc(N(CCCl)CCCl)c(O)n1,1
train_3342,CCCCCCCCCCCCCO,0
train_3343,NNc1nncc2ccncc12,1
train_3344,CC(C)COC(=O)Cc1ccccc1,0
train_3345,CCCCCCCCCCCl,0
train_3346,[O-][N+](=O)c1ccc2c(c1)[nH]c1ccccc21,1
train_3348,Clc1ccc(cc1Cl)N1C(=O)CCC1=O,0
train_3350,Clc1cccnc1Cl,1
train_3351,OCCNc1ccc(cc1[N+](=O)[O-])N(CCO)CCO,1
train_3352,Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,1
train_3353,COc1ccc2c(OC)c3ccoc3nc2c1,1
train_3355,COCCOCCO,0
train_3356,Nc1cc2ccccc2cc1N,1
train_3357,Oc1ccc2-c3ccc(c4C(=O)CCC(C5c2c1C(=O)C1C5O1)(O)c34)O,1
train_3359,CC(C)(C)c1ccc(cc1)c1ccc(NO)cc1,1
train_3361,OC[C@H]1CO1,1
train_3362,NC(=O)c1ccccc1[N+](=O)[O-],1
train_3363,OC(CN=N#N)CN=N#N,1
train_3364,COCCN(CCOC)c1cc(NC(=O)C)c(cc1OC)n1nc2c(Br)cc(N)c(Cl)c2n1,1
train_3365,[O-][N+](=O)c1ccc2cc(c3ccc(cc3c2c1)[N+](=O)[O-])[N+](=O)[O-],1
train_3366,FC(F)(F)c1ccc(CCl)cc1,0
train_3367,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0
train_3368,OC1C=Cc2c(ccc3ccccc23)C1O,1
train_3369,Clc1c2ccccc2cc2c1ccc1ccccc21,1
train_3370,COc1cccc(/C=C/c2ccc(cc2)[N+](=O)[O-])c1,1
train_3371,CC(/C=C(/C#N)\c1ccc(Br)cc1)C(C(C#N)c1ccc(Br)cc1)c1ccccc1,0
train_3372,Cn1c(nc2ccccc12)[N+](=O)[O-],1
train_3373,BrC[C@H]1CO1,1
train_3374,CCN(C(=O)CCCCl)c1snc2ccccc12,0
train_3375,CSCNc1ccccc1,1
train_3376,[O-][N+](=O)c1cc2cccc3c4ccccc4c4cccc1c4c23,1
train_3377,ClCCOC(=O)Cl,0
train_3378,CC(C)C(=O)Nc1snc2ccccc12,0
train_3379,CC(=O)OCc1ccccc1[N+](=O)[O-],0
train_3380,CN(C)N=Nc1ccccc1,1
train_3381,CC(=O)Nc1nnc(s1)c1oc(cc1)[N+](=O)[O-],1
train_3382,O=C(C1OC1c1ccc(cc1)c1ccccc1)c1ccccc1,0
train_3383,Oc1ccc(N=Nc2ccc(cc2)[N+](=O)[O-])c(O)c1,0
train_3384,CCCCCCCCCCCCCC(=O)[N-][N+](C)(C)CC(C)O,0
train_3385,Oc1ccc2ccc3ccc(c4c5ccccc5c1c2c34)[N+](=O)[O-],1
train_3386,NC(Cc1ccc(O)cc1)C(=O)O,0
train_3387,COC(=O)C(CSCCBr)NC(=O)C,1
train_3388,BrCC(=O)c1ccc(cc1)c1ccccc1,1
train_3389,CC(=O)CC(=O)Nc1ccc(O)cc1,0
train_3390,O=C1c2ccccc2-c2ccc3ccc4ccccc4c3c12,0
train_3391,COC(=O)/C(=C/C)/C=C(\C)/C=C(\C)/C=C/C=C(\C)/C(=O)[C@@]12O[C@@H]1[C@](O)(CCO)NC2=O,1
train_3392,CC(=O)N1CNC(=O)N(C(=O)C)C1=O,0
train_3393,CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,0
train_3394,OCCN(CCO)c1ccc(cc1)N=Nc1ccc(cc1C#N)[N+](=O)[O-],1
train_3395,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,0
train_3396,CCCCCCCCCCCCCC=C,0
train_3397,Cc1cccc2cccc(c12)[N+](=O)[O-],1
train_3399,ONc1ccc(cc1)N=Nc1ccccc1,1
train_3400,CC(C)(C)CCCCCC(=O)OC[C@H]1CO1,1
train_3401,Nc1nc(O)c2[nH]nnc2n1,0
train_3402,CCCCOc1ccc(cn1)N=Nc1ccc(cc1)N(CC)CC,1
train_3403,CCCC(=O)Nc1snc2cc(Cl)ccc12,0
train_3404,[O-][N+](=O)c1cccc(c1)S(=O)(=O)OC[C@H]1CO1,1
train_3405,NC(CCC(=O)Nc1ccc(cc1)[N+](=O)[O-])C(=O)O,0
train_3406,OC(=O)c1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,1
train_3407,CCCCCC,0
train_3408,[O-][N+](=O)c1cccc2nc3cccc(c3nc12)[N+](=O)[O-],1
train_3409,ClCc1ccc2-c3cccc4cccc(-c2c1)c34,1
train_3411,CCc1c2C3NC3c3ccccc3-c2cc2ccccc12,1
train_3412,CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,1
train_3413,CC(=O)Nc1nc2c3cccnc3ccc2n1C,1
train_3414,CC1=CC(=O)CC(C)(C)C1,0
train_3415,N[C@@H](CCC(=O)O)C(=O)O,0
train_3417,CC(=O)OCc1cocc2-c1ccc2C=O,1
train_3418,CC(C)(Br)C(Br)CCl,0
train_3419,Cc1ccccc1c1oc2ccccc2n1,0
train_3420,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@H]5Oc1c2[C@]45CCN3C,0
train_3421,CN(Cc1ccccc1)N=O,1
train_3422,[O-][N+](=O)c1ccc2ccc3cccc4[C@H]5O[C@H]5c1c2c34,1
train_3423,Nc1c(F)cc(cc1F)c1cc(F)c(N)c(F)c1,1
train_3424,Cc1cc(C)cc(c1)N=Nc1c(O)ccc2ccccc12,0
train_3425,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0
train_3426,CC(=CCC[C@@](C)(O)C=C)C,0
train_3427,CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1
train_3428,COc1ccc2nc3occc3c(OC)c2c1,1
train_3429,CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O,0
train_3430,c1ccc2c(c1)ccc1cc3c(ccc4ccccc34)cc21,1
train_3431,CC(=O)OCc1ccc2ccc3cccc4ccc1c2c34,1
train_3432,C1Cc2c(ccc3cccnc23)C2OC12,0
train_3434,COc1c(c(C)c(cc1C(C)(C)C)[N+](=O)[O-])[N+](=O)[O-],0
train_3435,Nc1ccc(N=Nc2ccc3cc(c(N=Nc4ccc(Nc5ccc(cc5S(=O)(=O)O)N=Nc5c(O)c6cc(ccc6cc5S(=O)(=O)O)N=Nc5ccc(N)cc5N)cc4)c(O)c3c2)S(=O)(=O)O)c(N)c1,1
train_3436,[O-][N+](=O)c1c(Cl)c(Cl)c2Oc3c(Cl)c(Cl)ccc3Oc2c1Cl,1
train_3437,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0
train_3438,CCc1ccccc1[N+](=O)[O-],0
train_3439,ClC(C(=O)Cl)c1ccccc1,1
train_3440,Nc1ccc(CC(=O)O)cc1,1
train_3441,CCCSC(=O)Cl,1
train_3443,Oc1ccc2cc(ccc2c1N=Nc1ccccc1)S(=O)(=O)O,0
train_3444,COC(COC(=O)N)C1=C(N2CC2)C(=O)C(=C(N2CC2)C1=O)C,1
train_3445,COCC12OOC1(C)c1ccccc1O2,1
train_3446,Brc1ccc(CN2C3C2c2ccccc2-c2ccccc32)cc1,1
train_3447,C1OCOCO1,0
train_3448,CC1OC(OCC2OC(Oc3c(oc4cc(OCCO)cc(O)c4c3=O)c3ccc(OCCO)c(OCCO)c3)C(O)C(O)C2O)C(O)C(O)C1O,0
train_3449,Cc1ccc2c(C)c3ccccc3c(C)c2c1,1
train_3450,Nc1snc2ccc(cc12)[N+](=O)[O-],1
train_3451,C/C=C/C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,1
train_3453,NCCNCCNCCN,1
train_3454,CN(C)c1ccc(cc1)N=Nc1ccccc1,1
train_3455,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,0
train_3456,C=CCCCC[C@H]1CO1,1
train_3457,NCCCN,0
train_3458,C1CC=C2C(C1)CCc1ccccc21,1
train_3459,Cc1cc(C)c(cc1[N+](=O)[O-])[N+](=O)[O-],1
train_3460,ClCc1ccccc1CCl,0
train_3461,Cn1cnc(c1c1ccccc1)[N+](=O)[O-],0
train_3462,Cc1cc2Cc3ccccc3-c2cc1C,0
train_3463,O=Nc1ccc2-c3c(Cc2c1)cccc3,1
train_3464,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1Nc1ccccc1,1
train_3465,Nc1ccc(Oc2ccc(N)cc2)cc1,1
train_3466,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1
train_3467,Cc1ccc(cc1)[C@@H]1CO1,1
train_3468,Oc1c2C(=N)CCC(=N)c2c(O)c2ccccc12,1
train_3469,C1C[n+]2ccccc2-c2cccc[n+]12,0
train_3470,OC(=O)c1cccnc1,0
train_3471,CC(C)N(C(C)C)C(=O)SC/C(=C/Cl)/Cl,1
train_3472,OC1C(O)c2cc3ccccc3c3ccc4cccc1c4c23,1
train_3473,NC(CS/C=C/Cl)C(=O)O,1
train_3474,Oc1cc2cc3ccccc3c3ccc4cccc1c4c23,1
train_3475,O=c1[nH][nH]c(=O)c2ccccc12,0
train_3476,[O-][N+](=O)c1ccc2c(ccc3ccccc23)c1,1
train_3477,CN1CC(=C[C@@H]2[C@H]1Cc1c[nH]c3cccc2c13)C,1
train_3478,Oc1ccc2-c3ccc4ccc5cccc6cc(-c2c1)c3c4c56,1
train_3479,COc1cc(N=Nc2c(Br)cc(cc2[N+](=O)[O-])[N+](=O)[O-])c(NC(=O)C)cc1N(CC=C)CC=C,1
train_3480,N1c2ccccc2Sc2ccccc12,0
train_3481,C1=Cc2ccc3-c4ccccc4-c4ccc1c2c34,1
train_3482,CCN(CC)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)N(CC)CC,1
train_3483,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc21,1
train_3484,[O-][N+](=O)c1ccc(Br)cc1,1
train_3486,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2c1,1
train_3487,CCN(CC)CCn1nc2ccc(C)c3-c4ccc(Cl)cc4Sc1c23,1
train_3488,COc1cc2nc3ccccc3c(O)c2cc1OC,1
train_3489,C/C(=C(/Cl)\C(=O)O)/C=O,1
train_3490,OCCN1CCNCC1,0
train_3491,Cc1cc2ccccc2c2cc3ccccc3cc12,1
train_3492,O=CC1C=COC=C1,0
train_3494,NC(=O)c1ccc(cc1)[N+](=O)[O-],1
train_3495,CCCC(=O)O,0
train_3496,C/C(=C/CO)/C=C\C=C(\C)/C=C\C1=C(C)CCCC1(C)C,1
train_3497,Oc1ccc2cc(cc(c2c1N=Nc1ccc(c2ccccc12)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,0
train_3498,Cn1c2ccccc2c2cc(N)ccc12,1
train_3501,CC1(C)COC1=O,1
train_3502,Nc1nc(O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2n1,0
train_3503,Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1
train_3504,NCCNCCNCCNCCN,1
train_3505,Oc1ncc2ccc3cccc4ccc1c2c34,0
train_3506,COc1ccc(/C=C/c2ccc(cc2)[N+](=O)[O-])cc1,1
train_3507,CN(C)CCNC(=O)c1cccn2cc(nc12)c1ccccc1,1
train_3508,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](CC[C@]34C)OC(=O)COc3ccc(cc3)N(CCCl)CCCl)[C@@H]1CCC(=O)N2,1
train_3509,O=C1NS(=O)(=O)c2ccccc12,0
train_3510,C[C@H]1CCOS(=O)(=O)O1,1
train_3511,[O-][N+](=O)c1cc(cs1)C(=O)Nc1ccc(Cl)cc1,1
train_3512,CCCC[C@@H](CC)COC(=O)CCCCC(=O)OC[C@H](CC)CCCC,0
train_3513,CC(=O)OC12CCC3[C@](CCC4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC1=C)C2,0
train_3514,CN(C)c1ccc(cc1)N=Nc1ccc2ccccc2c1,1
train_3516,N[C@@H](CSCc1ccccc1)C(=O)O,0
train_3517,SC(=N/C=C/N=C(S)S)S,0
train_3518,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)c1nc(cs1)C(=O)NCCCN(C)CCC(N(C)c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)N(C)c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,1
train_3519,Cc1ccc(/C=C/c2ccc(cc2)[N+](=O)[O-])cc1,1
train_3520,OCCN(CCO)c1ccc(cc1O)[N+](=O)[O-],1
train_3521,CN(C)c1ccc(N(C)C)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,1
train_3522,CC(=O)Nc1cc(ccc1C)N=Nc1ccc(C)c(NC(=O)C)c1,0
train_3523,Cn1c(NS(=O)(=O)O)nc2c3nc(CO)cnc3ccc12,0
train_3524,CC1CCCC2(C)CCCCC12O,0
train_3525,Oc1c(cc2ccccc2c1N=Nc1cc(Cl)ccc1Cl)C(=O)Nc1ccccc1,1
train_3526,Cc1ccc2nc3ccccc3c(N)c2c1,1
train_3527,Cn1c(N)nc2c1ccc1nc(c3ccccc3)c(nc21)c1ccccc1,0
train_3528,COC(F)(F)C(Cl)Cl,0
train_3529,[O-][N+](=O)c1c2CCc3cccc4ccc(c5ccccc15)c2c34,1
train_3531,Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1
train_3532,CC(=O)CCOOCCC(=O)C,0
train_3533,c1ccc(cc1)C(c1ccccc1)c1ccccc1,0
train_3534,Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,1
train_3535,CN(Cc1ccc(cc1)C(=O)O)N=O,0
train_3536,NC(CCCCNCC(N)C(=O)O)C(=O)O,0
train_3537,CC1(C)CC2C3(C)CC3(C=O)C(=CC2(O)C1)C=O,1
train_3538,Clc1cccc2ccccc12,1
train_3539,CNNCc1ccc(cc1)C(=O)NC(C)C,0
train_3540,CCN1CCNC(=O)C1=O,0
train_3541,[O-][N+](=O)c1cccc2ccccc12,1
train_3542,OC(=O)/C=C/c1cccc(c1)[N+](=O)[O-],1
train_3543,[O-][N+](=O)c1cccc2oc3ccccc3c12,1
train_3544,Cn1c(=O)n(C)c2[nH]cnc2c1=O,0
train_3545,[O-][N+](=O)c1c2ccccc2c(c2ccccc12)[N+](=O)[O-],0
train_3546,Oc1ccc(O)c2ccccc12,1
train_3548,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,0
train_3549,c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c45,1
train_3550,O1C2C3OC3c3ncccc3C12,0
train_3551,CCCOC(=O)c1ccc(O)cc1,0
train_3552,CC(=O)N=C1C=CC(=O)C=C1,0
train_3554,O=C1c2ccccc2-c2ccc3c4ccc5-c6ccccc6C(=O)c6ccc(c7ccc1c2c37)c4c56,1
train_3555,Nc1cc(Cl)cc(Cl)c1,0
train_3556,C1COCCOc2ccccc2OCCOCCO1,0
train_3557,COc1cc(c(O)c(c1)C(C)(C)C)[N+](=O)[O-],0
train_3558,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1ccc(F)cc1,0
train_3559,COc1cc(O)c2C(=O)OC3(C)CC(O)C(O)C=C3c2c1,0
train_3560,[O-][N+]1=C2C=CC(=O)C=C2/C(=N\c2ccccc2)/C1(c1ccccc1)c1ccccc1,0
train_3561,OC1OC(=O)C=C1CCl,1
train_3562,CC(CCN=N#N)c1ccccc1,1
train_3563,CCOc1ccc(cc1)N(O)C(=O)C,1
train_3564,CC(C(=O)O)c1ccc(Oc2nccs2)cc1,0
train_3565,CCC(=O)O,0
train_3566,CCOC(=O)c1ccc(cc1)N(O)C=O,0
train_3567,CCN=C=S,0
train_3568,c1cnc2c(c1)ccc1cc[nH]c21,0
train_3569,OO[C@@H]1CCCc2ccccc12,1
train_3570,BrCC(=C)Br,1
train_3571,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0
train_3572,OC(=O)c1ccccc1[N+](=O)[O-],1
train_3573,Cc1ccc(O)c(O)c1,0
train_3574,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0
train_3575,Cc1c(C)c(c(c(c1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],0
train_3576,Nc1cccc(Cl)c1,0
train_3577,CC/C=C/C=C/C=C/C=C/C=C/OCC(C)O,1
train_3578,C/C=C\1/CC(=C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@H](OC1=O)[C@@H]23,1
train_3579,COc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,1
train_3580,Nc1ccc(Sc2ccc(cc2)[N+](=O)[O-])cc1,1
train_3581,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O)c4c(O)c3C(=O)c12)C(=O)C,1
train_3582,C[Si](C)(C)N=N#N,1
train_3583,CC#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,1
train_3585,ONC(=O)c1ccc2ccccc2c1,1
train_3586,Nc1nc2cc(ccc2[nH]1)C#N,1
train_3587,CC12OOC1Oc1ccccc21,1
train_3588,Oc1ccc(Cl)c(Cl)c1Cl,0
train_3589,Cc1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,1
train_3590,[O-][N+](=O)c1cccc(CO/N=C/c2nc3cc(ccc3n2Cc2ccc(Cl)cc2)[N+](=O)[O-])c1,0
train_3591,CCCCN(N=O)/C(=N/O)/C=O,1
train_3592,CNc1ccc(cc1)[N+](=O)[O-],1
train_3593,C(CC[C@H]1CO1)C[C@H]1CO1,1
train_3594,CC(C)CC=O,0
train_3595,OC1C2OC2c2c(ccc3c4ccccc4c4ccccc4c23)C1O,1
train_3596,CC(=O)Nc1ccc(Nc2ccc(cc2)[N+](=O)[O-])cc1,1
train_3597,CC(C)O,0
train_3599,O=C1CNC(=O)N1,0
train_3600,Oc1ccc2C(=O)c3c(O)ccc(O)c3C(=O)c2c1O,1
train_3601,COC[C@H]1CO1,1
train_3602,COc1ccc(CN(CC[N+](C)(C)[O-])c2ccccn2)cc1,0
train_3603,Cc1ccc(cc1)N(N)c1ccc(C)cc1,1
train_3604,Cc1cc(cc(C)n1)c1cc2n(C3CC3)c3cc(=O)[nH]c(=O)n3c2cc1F,1
train_3606,ClCC(Br)CCl,1
train_3607,CO/N=C(\C(=O)NC1C2SCC(=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)/C=C/c1scnc1C)/c1csc(N)n1,0
train_3608,CN(N=O)C(=O)c1c(ncn1C)N(C)N=O,1
train_3609,c1ccc2-c3c4c(cc5cccc(-c2c1)c35)cccc4,1
train_3610,Cc1ccccc1NC(=O)c1csc(c1)[N+](=O)[O-],1
train_3612,COc1nsc2cc(N)ccc12,1
train_3613,Oc1ccccc1[N+](=O)[O-],0
train_3614,Cc1cnc2c(C)cc3c(nc(N)n3C)c2n1,1
train_3615,Nc1ccc(/C=C/c2ccccc2)cc1,1
train_3616,Cc1cc2CCC(=O)c2c2ccc3ccccc3c12,1
train_3617,OC1CCCc2c1cc1ccc3ccc(c4ccc2c1c34)[N+](=O)[O-],1
train_3618,CCCCCCC1CO1,0
train_3619,c1ccc2c(c1)ccc1nc3c(ccc4ccccc34)cc21,1
train_3621,CC1CC2C(Cc3cn(C4CCCC4)c4cccc2c34)N(C)C1,1
train_3622,Nn1nnc2-c(nc3c2cccc3)c1O,1
train_3623,OCC(O)C(O)C(O)C(O)CN=N#N,1
train_3624,NC(=O)N/N=C/c1oc(cc1)[N+](=O)[O-],1
train_3625,C1N(/N=C/c2ccc(Oc3ccccc3)cc2)N=Nc2c1[nH]c1ccccc21,0
train_3626,Nc1ccc(/C=C/c2cccc(c2)C#N)cc1,1
train_3627,COc1cc(O)ccc1Nc1c2ccccc2nc2ccccc12,1
train_3628,Cc1c2C3NC3c3ccccc3-c2c(C)c2ccccc12,1
train_3629,O=c1oc2ccccc2cc1,1
train_3630,Clc1nncc2ncccc12,0
train_3631,CCN(N=O)C(=O)N(C)C,1
train_3632,O=NN1CCCCCCCCCCCC1,1
train_3633,Cc1c(C)c(N)c(cc1N)[N+](=O)[O-],1
train_3634,CN(Cc1ccc(C)cc1)N=O,0
train_3635,Cc1ccc(cc1N=O)[N+](=O)[O-],1
train_3636,Cc1cccc(C)c1N,1
train_3637,Cc1cc(ccc1N)[N+](=O)[O-],1
train_3638,CC(C)(Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1)C(=O)O,0
train_3639,CC(=O)Nc1ccc(Oc2ccc(N)cc2)cc1,1
train_3640,NNc1ccccc1,1
train_3641,O=C1c2ccccc2CCc2ccccc12,0
train_3642,CC(C)(C)N,0
train_3643,O=C1OC(=O)C=C1,0
train_3644,o1ccc2c1cc1ccc3cccc4ccc2c1c34,1
train_3645,Cc1cccc2cccnc12,1
train_3646,CCCC[C@H](CC)COC(=O)c1cccc(c1)C(=O)OC[C@@H](CC)CCCC,0
train_3647,C1OC1Oc1ccccc1,1
train_3648,CC(C)(C)c1cc(O)ccc1O,0
train_3649,COc1cc2-c3c4C(Cc2cc1O)[N+](CCc4cc(OC)c3O)(C)C,0
train_3650,CC/C=C/C=C/C=C/C=C/OCC(O)CO,1
train_3651,O=Nc1cccc(c1)c1ccccc1,1
train_3652,CCN(C(=O)CCCl)c1snc2ccccc12,1
train_3653,Cc1cc2CCCc2c2ccc3C(O)C(O)C4OC4c3c12,1
train_3654,CC(C)c1c(C)n(C)n(c1=O)c1ccccc1,0
train_3655,C(SSCc1ccccc1)c1ccccc1,1
train_3656,Cc1cc2cc3cc(C)c(N)cc3nc2cc1N,1
train_3657,[O-][N+](=O)c1ccc2ccc3cc4CCCCc4c4ccc1c2c34,1
train_3658,OCCNC(=O)N(CCCl)N=O,1
train_3660,Cc1cc(N=Nc2ccccc2)c(N)cc1N,1
train_3661,Cc1cc(c(C)cc1O)C1(OS(=O)(=O)c2ccccc12)c1cc(C)c(O)cc1C,0
train_3662,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C)cc1,0
train_3663,CN(C)c1ccc2cc3ccc(cc3nc2c1)N(C)C,1
train_3664,Clc1cccc2C(=O)c3c(NC(=O)c4ccccc4)cccc3C(=O)c12,1
train_3666,CCCCCCCCCc1ccccc1C(CO)OS(=O)(=O)O,0
train_3667,Oc1ccc2cc(cc(c2c1)S(=O)(=O)O)S(=O)(=O)O,0
train_3670,Oc1ccc(cc1)C1(NC(=O)NC1=O)c1ccccc1,0
train_3671,CCCCC(=O)Nc1snc2ccc(Cl)cc12,0
train_3672,C=CC(=O)OCCCCCOC(=O)C=C,0
train_3673,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@H]1C[C@H]1NCCc2cc(OC)c(OC)cc12,0
train_3674,CCNc1cc(O)ccc1C,1
train_3675,Cc1ccc2cc3ccc4cccc5ccc(c2c1)c3c45,1
train_3676,c1ccc2[nH]ccc2c1,0
train_3677,COc1ccc(OC)cc1,0
train_3678,O=NN1CCC[C@@H]1c1cccnc1,1
train_3679,CCCCCCCCO,0
train_3680,[O-][N+](=O)c1cccc(Cl)c1Cl,0
train_3681,O=C/C=C/C=O,1
train_3682,Nc1ccccc1N,1
train_3683,Cc1cccc2c1cc(C)c1c3ccccc3ccc21,1
train_3684,[O-][N+](=O)c1c2CCC=Cc2c2ccc3cccc4ccc1c2c34,0
train_3685,O=C1N2Cc3ccccc3C(=O)N2Cc2ccccc12,0
train_3686,[O-][N+](=O)c1ccc2Oc3ccccc3Oc2c1,1
train_3687,CC1CS1,0
train_3688,NC(=O)c1csc(c1)[N+](=O)[O-],1
train_3689,c1cnc2c(c1)ccc1cccnc21,0
train_3690,C1=Cc2c3cc4ccccc4cc3cc3cccc1c23,1
train_3691,C/C=C/C,0
train_3692,O[C@H]([C@@H]1CO1)c1ccc2OCOc2c1,1
train_3693,O1C2C1c1c3ccc4ccccc4c3cc3cccc2c13,1
train_3694,CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1,0
train_3695,OC(C1CC1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0
train_3696,[O-][N+](=O)c1ccc2snc(Cl)c2c1,1
train_3697,[O-][N+](=O)c1ccc2nc3-c4cccc5cccc(-c3cc2c1)c45,1
train_3698,O=C1c2ccccc2Cc2ccccc12,1
train_3699,Nc1ccc(Cl)c(N)c1,1
train_3700,Fc1ccccn1,1
train_3701,Oc1ccc2c(O)c3ccccc3cc2c1O,1
train_3702,CC(=O)Nc1ccc(Oc2ccc(NC(=O)C)cc2)cc1,0
train_3703,COC(=O)C(=C)C#N,1
train_3704,O=Nc1ccc(Oc2ccccc2)cc1,1
train_3705,[O-][N+](=O)c1ccccc1,0
train_3707,NC(CSC(F)(F)C(Cl)Br)C(=O)O,1
train_3708,C[C@@H](O)CN(C[C@@H](C)O)C[C@@H](C)O,0
train_3709,CC(N(C)C)c1ccccc1,0
train_3710,COC[C@@H](O)Cn1cc(nc1Cl)[N+](=O)[O-],1
train_3711,[O-][N+](=O)c1ccc2c(cc3cccc(c3c2c1)[N+](=O)[O-])[N+](=O)[O-],1
train_3712,CN(C)c1ccc(cc1)N=Nc1ccc(cc1)N(C)C(=O)C,1
train_3713,[O-][N+](=O)C1=Cc2cccc3c4cc5ccccc5cc4cc1c23,1
train_3714,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)O,0
train_3715,NNc1nc(cs1)c1ccc(N)cc1,1
train_3716,Cc1ccc(NN=NCc2ccccc2)cc1,1
train_3717,CCCCCCCCCCCCCCCCCC(=O)NCCCCC(NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(O)C(O)CO)C(NC(=O)C)C=O)C(=O)N)C(=O)O,0
train_3718,C[C@H]1CO1,1
train_3719,OC1=C/C(=N\c2ccc(cc2)[N+](=O)[O-])/C(=O)C=C1c1nnc(NC(=O)c2ccccc2)s1,1
train_3720,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-],1
train_3721,FC(F)(F)C(=O)C(F)(F)F,0
train_3722,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,0
train_3723,COCCc1ccc(OCC(O)CNC(C)C)cc1,0
train_3724,OS(=O)(=O)c1ccc2ccc3cccc4ccc1c2c34,1
